brand,model,vehicle_age,year,mileage,fuel_type,transmission,owner_count,price,region,listing_date,days_to_sale,mileage_per_year,is_luxury,listing_month,listing_year,listing_season,listing_date_str
Mercedes-Benz,E-Class,4,2020,48000.0,Diesel,Automatic,2,3750000.0,Central,2026-02-14 01:06:16.565205,94,12000.0,1,2,2026,Winter,2026-02-14
Honda,CR-V,4,2020,90000.0,Petrol,Automatic,2,1490000.0,Metro,2026-06-12 22:05:45.565205,150,22500.0,0,6,2026,Summer,2026-06-12
Maruti Suzuki,Swift Dzire,8,2016,70000.0,Diesel,Manual,3,550000.0,North,2026-08-27 21:02:29.565205,62,8750.0,0,8,2026,Summer,2026-08-27
Hyundai,Verna,6,2018,90000.0,Diesel,Manual,2,525000.0,South,2026-03-04 08:08:47.565205,22,15000.0,0,3,2026,Spring,2026-03-04
Hyundai,Verna,9,2015,96000.0,Diesel,Manual,3,415000.0,East,2026-06-09 13:46:48.565205,3,10666.666666666666,0,6,2026,Summer,2026-06-09
Maruti Suzuki,Alto,6,2018,90000.0,Petrol,Manual,2,200000.0,West,2026-03-01 19:56:53.565205,10,15000.0,0,3,2026,Spring,2026-03-01
Maruti Suzuki,Ertiga,4,2020,41000.0,Petrol,Manual,2,695000.0,Central,2026-08-21 08:56:35.565205,66,10250.0,0,8,2026,Summer,2026-08-21
Hyundai,i10,13,2011,30000.0,Petrol,Manual,3,160000.0,Metro,2026-03-18 09:27:52.565205,23,2307.6923076923076,0,3,2026,Spring,2026-03-18
Hyundai,i10,10,2014,29000.0,Petrol,Manual,3,235000.0,North,2026-05-10 18:17:46.565205,26,2900.0,0,5,2026,Spring,2026-05-10
Maruti Suzuki,Wagon R,9,2015,59000.0,Petrol,Manual,3,300000.0,South,2026-05-17 23:48:43.565205,40,6555.555555555556,0,5,2026,Spring,2026-05-17
Hyundai,i20,3,2021,12000.0,Petrol,Manual,1,600000.0,East,2026-06-06 20:43:40.565205,30,4000.0,0,6,2026,Summer,2026-06-06
Maruti Suzuki,Wagon R,3,2021,45874.0,CNG,Manual,1,357000.0,West,2026-07-09 20:40:16.565205,14,15291.333333333334,0,7,2026,Summer,2026-07-09
Honda,Amaze,5,2019,100000.0,Diesel,Manual,2,320000.0,Central,2026-02-19 00:41:51.565205,8,20000.0,0,2,2026,Winter,2026-02-19
Ford,Figo,10,2014,10000.0,Diesel,Manual,3,250000.0,Metro,2025-10-28 07:55:34.565205,7,1000.0,0,10,2025,Fall,2025-10-28
Maruti Suzuki,Ciaz,4,2020,40000.0,Petrol,Automatic,2,770000.0,North,2026-08-22 13:04:43.565205,21,10000.0,0,8,2026,Summer,2026-08-22
Mahindra,XUV300,2,2022,25000.0,Petrol,Manual,1,1140000.0,South,2026-05-31 03:22:52.565205,35,12500.0,0,5,2026,Spring,2026-05-31
Maruti Suzuki,Swift,10,2014,150000.0,Diesel,Manual,3,200000.0,East,2026-02-19 09:48:33.565205,33,15000.0,0,2,2026,Winter,2026-02-19
Ford,Ecosport,4,2020,40000.0,Petrol,Manual,2,700000.0,West,2026-06-30 07:50:25.565205,55,10000.0,0,6,2026,Summer,2026-06-30
Maruti Suzuki,Swift Dzire,8,2016,65000.0,Diesel,Manual,3,480000.0,Central,2026-04-10 21:02:23.565205,26,8125.0,0,4,2026,Spring,2026-04-10
Hyundai,i20,4,2020,45000.0,Petrol,Manual,2,600000.0,Metro,2025-10-30 07:58:00.565205,96,11250.0,0,10,2025,Fall,2025-10-30
Maruti Suzuki,Swift,7,2017,80000.0,Diesel,Manual,2,410000.0,North,2025-10-13 11:40:05.565205,19,11428.57142857143,0,10,2025,Fall,2025-10-13
Honda,City,5,2019,60000.0,Diesel,Manual,2,750000.0,South,2026-08-22 02:08:48.565205,81,12000.0,0,8,2026,Summer,2026-08-22
Maruti Suzuki,Baleno,6,2018,38819.0,Petrol,Manual,2,510000.0,East,2025-10-18 15:38:31.565205,76,6469.833333333333,0,10,2025,Fall,2025-10-18
Honda,WR-V,2,2022,5700.0,Petrol,Manual,1,875000.0,West,2025-12-14 15:59:13.565205,64,2850.0,0,12,2025,Winter,2025-12-14
Maruti Suzuki,Baleno,4,2020,24000.0,Petrol,Manual,2,565000.0,Central,2026-01-12 16:52:48.565205,25,6000.0,0,1,2026,Winter,2026-01-12
Maruti Suzuki,Wagon R,7,2017,50000.0,Petrol,Manual,2,295000.0,Metro,2025-10-30 12:16:49.565205,15,7142.857142857143,0,10,2025,Fall,2025-10-30
Tata,Tiago,4,2020,35000.0,Petrol,Manual,2,380000.0,North,2026-01-19 18:18:59.565205,19,8750.0,0,1,2026,Winter,2026-01-19
Mahindra,Scorpio,7,2017,70000.0,Diesel,Manual,2,650000.0,South,2025-09-18 22:54:04.565205,11,10000.0,0,9,2025,Fall,2025-09-18
BMW,7,10,2014,78251.0,Diesel,Automatic,3,1600000.0,East,2025-10-14 06:52:37.565205,15,7825.1,1,10,2025,Fall,2025-10-14
Hyundai,Verna,8,2016,59867.0,Diesel,Manual,3,450000.0,West,2026-04-07 23:02:59.565205,14,7483.375,0,4,2026,Spring,2026-04-07
Maruti Suzuki,S-Presso,2,2022,8400.0,Petrol,Manual,1,420000.0,Central,2026-06-05 13:38:49.565205,29,4200.0,0,6,2026,Summer,2026-06-05
Maruti Suzuki,Celerio,7,2017,9000.0,Petrol,Automatic,2,360000.0,Metro,2025-11-17 09:15:29.565205,43,1285.7142857142858,0,11,2025,Fall,2025-11-17
Maruti Suzuki,Celerio,6,2018,17000.0,Petrol,Automatic,2,425000.0,North,2026-01-05 15:47:50.565205,40,2833.3333333333335,0,1,2026,Winter,2026-01-05
Tata,Safari,9,2015,94000.0,Diesel,Manual,3,250000.0,South,2026-06-16 23:35:18.565205,30,10444.444444444445,0,6,2026,Summer,2026-06-16
Volkswagen,Polo,9,2015,35000.0,Diesel,Manual,3,290000.0,East,2026-02-06 09:30:11.565205,12,3888.8888888888887,0,2,2026,Winter,2026-02-06
Honda,Amaze,2,2022,25000.0,Petrol,Manual,1,640000.0,West,2026-03-21 18:25:14.565205,24,12500.0,0,3,2026,Spring,2026-03-21
Maruti Suzuki,Wagon R,16,2008,90000.0,Petrol,Manual,3,80000.0,Central,2026-01-26 14:10:35.565205,23,5625.0,0,1,2026,Winter,2026-01-26
Mahindra,XUV500,8,2016,90000.0,Diesel,Manual,3,700000.0,Metro,2025-11-14 12:07:18.565205,39,11250.0,0,11,2025,Fall,2025-11-14
Maruti Suzuki,Swift Dzire,5,2019,40000.0,Diesel,Manual,2,550000.0,North,2026-04-05 00:32:01.565205,25,8000.0,0,4,2026,Spring,2026-04-05
Maruti Suzuki,Swift Dzire,7,2017,78916.0,Diesel,Manual,2,300000.0,South,2026-01-26 22:07:27.565205,31,11273.714285714286,0,1,2026,Winter,2026-01-26
Hyundai,Verna,4,2020,19000.0,Petrol,Manual,2,900000.0,East,2026-05-17 19:58:11.565205,142,4750.0,0,5,2026,Spring,2026-05-17
Maruti Suzuki,Swift,13,2011,75900.0,Petrol,Manual,3,240000.0,West,2026-08-23 08:14:17.565205,31,5838.461538461538,0,8,2026,Summer,2026-08-23
Hyundai,i20,4,2020,33230.0,Petrol,Manual,2,655000.0,Central,2026-09-07 20:09:11.565205,32,8307.5,0,9,2026,Fall,2026-09-07
Ford,Figo,6,2018,58000.0,Petrol,Manual,2,290000.0,Metro,2026-01-29 04:55:35.565205,8,9666.666666666666,0,1,2026,Winter,2026-01-29
Maruti Suzuki,Alto,18,2006,90000.0,Petrol,Manual,3,80000.0,North,2026-01-12 07:31:20.565205,15,5000.0,0,1,2026,Winter,2026-01-12
Hyundai,Grand,4,2020,17000.0,Petrol,Manual,2,425000.0,South,2025-10-13 00:17:09.565205,5,4250.0,0,10,2025,Fall,2025-10-13
Maruti Suzuki,Swift Dzire,7,2017,114605.0,Petrol,Manual,2,380000.0,East,2026-03-19 12:00:06.565205,22,16372.142857142857,0,3,2026,Spring,2026-03-19
Kia,Seltos,2,2022,19000.0,Diesel,Manual,1,1250000.0,West,2025-11-06 16:28:38.565205,15,9500.0,0,11,2025,Fall,2025-11-06
Maruti Suzuki,Vitara,4,2020,35000.0,Diesel,Manual,2,884000.0,Central,2025-11-06 21:28:08.565205,124,8750.0,0,11,2025,Fall,2025-11-06
Mahindra,Bolero,3,2021,50000.0,Diesel,Manual,1,800000.0,Metro,2026-01-21 02:11:46.565205,21,16666.666666666668,0,1,2026,Winter,2026-01-21
Honda,City,8,2016,74000.0,Petrol,Manual,3,580000.0,North,2026-07-11 00:32:03.565205,29,9250.0,0,7,2026,Summer,2026-07-11
Maruti Suzuki,Wagon R,2,2022,6000.0,Petrol,Manual,1,500000.0,South,2026-04-14 06:24:42.565205,34,3000.0,0,4,2026,Spring,2026-04-14
BMW,5,3,2021,7000.0,Diesel,Automatic,1,4750000.0,East,2026-06-24 20:35:21.565205,135,2333.3333333333335,1,6,2026,Summer,2026-06-24
Hyundai,Grand,7,2017,40000.0,Petrol,Manual,2,540000.0,West,2026-03-25 21:03:32.565205,49,5714.285714285715,0,3,2026,Spring,2026-03-25
Datsun,GO,6,2018,70000.0,Petrol,Manual,2,300000.0,Central,2026-01-16 11:31:50.565205,34,11666.666666666666,0,1,2026,Winter,2026-01-16
Maruti Suzuki,Swift Dzire,2,2022,10000.0,Petrol,Manual,1,640000.0,Metro,2026-07-13 05:58:29.565205,19,5000.0,0,7,2026,Summer,2026-07-13
Maruti Suzuki,Vitara,3,2021,34000.0,Diesel,Automatic,1,875000.0,North,2025-12-02 14:16:14.565205,95,11333.333333333334,0,12,2025,Winter,2025-12-02
Maruti Suzuki,Vitara,4,2020,39000.0,Diesel,Manual,2,750000.0,South,2025-11-18 21:24:39.565205,41,9750.0,0,11,2025,Fall,2025-11-18
Tata,Tiago,1,2023,10000.0,Petrol,Manual,1,535000.0,East,2026-02-18 14:57:58.565205,44,10000.0,0,2,2026,Winter,2026-02-18
Honda,City,12,2012,66000.0,Petrol,Manual,3,262000.0,West,2026-07-10 22:10:06.565205,22,5500.0,0,7,2026,Summer,2026-07-10
Maruti Suzuki,Ciaz,5,2019,38000.0,Diesel,Manual,2,591000.0,Central,2026-02-23 22:04:49.565205,48,7600.0,0,2,2026,Winter,2026-02-23
Hyundai,i20,8,2016,110000.0,Diesel,Manual,3,350000.0,Metro,2026-06-17 18:02:01.565205,70,13750.0,0,6,2026,Summer,2026-06-17
Maruti Suzuki,Ertiga,3,2021,25000.0,Petrol,Manual,1,720000.0,North,2026-08-16 08:32:33.565205,82,8333.333333333334,0,8,2026,Summer,2026-08-16
Hyundai,Creta,3,2021,40000.0,Diesel,Manual,1,1050000.0,South,2026-08-14 00:17:38.565205,105,13333.333333333334,0,8,2026,Summer,2026-08-14
Audi,A4,10,2014,61000.0,Diesel,Automatic,3,1000000.0,East,2026-01-07 05:42:39.565205,23,6100.0,1,1,2026,Winter,2026-01-07
Tata,Tiago,3,2021,63000.0,Diesel,Manual,1,380000.0,West,2026-02-21 18:20:52.565205,7,21000.0,0,2,2026,Winter,2026-02-21
Maruti Suzuki,Vitara,2,2022,7980.0,Diesel,Manual,1,850000.0,Central,2026-09-03 18:39:40.565205,64,3990.0,0,9,2026,Fall,2026-09-03
Maruti Suzuki,Alto,5,2019,30000.0,Petrol,Manual,2,225000.0,Metro,2026-03-22 18:01:13.565205,7,6000.0,0,3,2026,Spring,2026-03-22
Mercedes-Benz,E-Class,10,2014,60000.0,Petrol,Manual,3,890000.0,North,2026-03-07 09:30:37.565205,50,6000.0,1,3,2026,Spring,2026-03-07
Maruti Suzuki,Swift,4,2020,45000.0,Diesel,Manual,2,560000.0,South,2026-06-10 02:39:14.565205,46,11250.0,0,6,2026,Summer,2026-06-10
Maruti Suzuki,Baleno,15,2009,43000.0,Petrol,Manual,3,120000.0,East,2025-10-01 13:21:52.565205,47,2866.6666666666665,0,10,2025,Fall,2025-10-01
Ford,Endeavour,10,2014,62000.0,Diesel,Automatic,3,425000.0,West,2026-01-09 12:07:41.565205,18,6200.0,0,1,2026,Winter,2026-01-09
Tata,Nexon,2,2022,6507.0,Petrol,Automatic,1,875000.0,Central,2025-12-21 21:47:39.565205,35,3253.5,0,12,2025,Winter,2025-12-21
Ford,Aspire,3,2021,8000.0,Petrol,Manual,1,590000.0,Metro,2025-11-27 10:21:55.565205,40,2666.6666666666665,0,11,2025,Fall,2025-11-27
Honda,City,9,2015,51000.0,Petrol,Manual,3,440000.0,North,2025-12-06 11:56:05.565205,14,5666.666666666667,0,12,2025,Winter,2025-12-06
Maruti Suzuki,Wagon R,12,2012,120000.0,LPG,Manual,3,110000.0,South,2026-07-09 12:03:53.565205,16,10000.0,0,7,2026,Summer,2026-07-09
Maruti Suzuki,Wagon R,6,2018,114183.0,Petrol,Manual,2,350000.0,East,2026-03-03 14:17:36.565205,50,19030.5,0,3,2026,Spring,2026-03-03
Hyundai,Grand,1,2023,15000.0,Petrol,Automatic,1,650000.0,West,2026-08-04 04:52:48.565205,28,15000.0,0,8,2026,Summer,2026-08-04
Mercedes-Benz,E-Class,4,2020,49000.0,Diesel,Automatic,2,3975000.0,Central,2025-11-18 06:42:10.565205,46,12250.0,1,11,2025,Fall,2025-11-18
Honda,City,12,2012,75000.0,Petrol,Manual,3,260000.0,Metro,2026-05-26 00:14:48.565205,6,6250.0,0,5,2026,Spring,2026-05-26
Hyundai,Grand,6,2018,50000.0,Petrol,Manual,2,405000.0,North,2026-06-10 21:26:51.565205,8,8333.333333333334,0,6,2026,Summer,2026-06-10
Toyota,Innova,2,2022,29250.0,Diesel,Manual,1,1950000.0,South,2026-05-28 09:51:11.565205,101,14625.0,0,5,2026,Spring,2026-05-28
Mahindra,XUV500,5,2019,100000.0,Diesel,Automatic,2,1180000.0,East,2026-03-20 01:28:25.565205,42,20000.0,0,3,2026,Spring,2026-03-20
Mahindra,Scorpio,4,2020,50000.0,Diesel,Manual,2,970000.0,West,2026-02-12 04:17:44.565205,137,12500.0,0,2,2026,Winter,2026-02-12
Maruti Suzuki,Swift Dzire,13,2011,120000.0,Diesel,Manual,3,165000.0,Central,2026-03-20 10:13:06.565205,49,9230.76923076923,0,3,2026,Spring,2026-03-20
Honda,City,5,2019,55000.0,Petrol,Manual,2,650000.0,Metro,2025-12-23 01:34:27.565205,89,11000.0,0,12,2025,Winter,2025-12-23
Hyundai,Elantra,4,2020,43500.0,Petrol,Automatic,2,1245000.0,North,2026-01-11 08:03:35.565205,150,10875.0,0,1,2026,Winter,2026-01-11
Maruti Suzuki,Vitara,5,2019,70000.0,Diesel,Manual,2,680000.0,South,2026-08-07 14:29:26.565205,72,14000.0,0,8,2026,Summer,2026-08-07
Maruti Suzuki,Swift,9,2015,120000.0,Diesel,Manual,3,500000.0,East,2025-09-21 20:30:14.565205,23,13333.333333333334,0,9,2025,Fall,2025-09-21
Hyundai,i10,9,2015,70000.0,Petrol,Manual,3,200000.0,West,2025-12-31 10:12:31.565205,18,7777.777777777777,0,12,2025,Winter,2025-12-31
Maruti Suzuki,Wagon R,10,2014,53000.0,Petrol,Manual,3,275000.0,Central,2025-12-16 06:16:03.565205,31,5300.0,0,12,2025,Winter,2025-12-16
Hyundai,Venue,1,2023,5000.0,Diesel,Manual,1,890000.0,Metro,2026-05-11 12:03:06.565205,101,5000.0,0,5,2026,Spring,2026-05-11
Hyundai,Verna,8,2016,58000.0,Diesel,Manual,3,360000.0,North,2025-10-08 10:02:39.565205,10,7250.0,0,10,2025,Fall,2025-10-08
Hyundai,i20,2,2022,15000.0,Petrol,Manual,1,620000.0,South,2026-03-18 16:58:17.565205,30,7500.0,0,3,2026,Spring,2026-03-18
Hyundai,Grand,6,2018,55000.0,Petrol,Manual,2,360000.0,East,2026-03-11 16:42:49.565205,18,9166.666666666666,0,3,2026,Spring,2026-03-11
Datsun,RediGO,2,2022,10000.0,Petrol,Manual,1,260000.0,West,2026-08-18 22:25:50.565205,19,5000.0,0,8,2026,Summer,2026-08-18
Maruti Suzuki,Swift Dzire,4,2020,46122.0,Petrol,Automatic,2,650000.0,Central,2025-11-13 08:31:54.565205,25,11530.5,0,11,2025,Fall,2025-11-13
Maruti Suzuki,Vitara,5,2019,74962.0,Diesel,Manual,2,681000.0,Metro,2025-12-05 23:39:34.565205,129,14992.4,0,12,2025,Winter,2025-12-05
Maruti Suzuki,Eeco,6,2018,40000.0,Petrol,Manual,2,215000.0,North,2026-08-10 16:42:56.565205,12,6666.666666666667,0,8,2026,Summer,2026-08-10
Toyota,Fortuner,3,2021,39000.0,Diesel,Automatic,1,3050000.0,South,2025-12-06 17:07:36.565205,65,13000.0,0,12,2025,Winter,2025-12-06
Hyundai,Santro,11,2013,70000.0,Petrol,Manual,3,225000.0,East,2025-12-03 16:52:20.565205,51,6363.636363636364,0,12,2025,Winter,2025-12-03
Maruti Suzuki,Ertiga,8,2016,60000.0,Diesel,Manual,3,400000.0,West,2025-10-03 12:06:17.565205,60,7500.0,0,10,2025,Fall,2025-10-03
Ford,Ecosport,5,2019,23256.0,Petrol,Manual,2,585000.0,Central,2026-01-17 20:09:31.565205,33,4651.2,0,1,2026,Winter,2026-01-17
Maruti Suzuki,Vitara,5,2019,84000.0,Diesel,Manual,2,525000.0,Metro,2025-10-25 01:56:53.565205,10,16800.0,0,10,2025,Fall,2025-10-25
Renault,Duster,6,2018,56308.0,Diesel,Manual,2,440000.0,North,2025-12-26 06:52:19.565205,27,9384.666666666666,0,12,2025,Winter,2025-12-26
Honda,City,7,2017,46000.0,Diesel,Manual,2,501000.0,South,2026-03-27 09:59:25.565205,9,6571.428571428572,0,3,2026,Spring,2026-03-27
Maruti Suzuki,Wagon R,14,2010,80000.0,Petrol,Manual,3,85000.0,East,2025-11-22 20:52:15.565205,32,5714.285714285715,0,11,2025,Fall,2025-11-22
Mahindra,Scorpio,5,2019,90000.0,Diesel,Manual,2,900000.0,West,2026-06-04 08:01:13.565205,28,18000.0,0,6,2026,Summer,2026-06-04
Maruti Suzuki,Swift Dzire,4,2020,120000.0,Petrol,Manual,2,325000.0,Central,2026-02-19 07:57:12.565205,17,30000.0,0,2,2026,Winter,2026-02-19
Maruti Suzuki,Alto,16,2008,120000.0,Petrol,Manual,3,90000.0,Metro,2025-11-17 01:26:18.565205,63,7500.0,0,11,2025,Fall,2025-11-17
Hyundai,Grand,3,2021,15000.0,Petrol,Manual,1,525000.0,North,2025-12-14 10:01:25.565205,19,5000.0,0,12,2025,Winter,2025-12-14
Tata,Tiago,2,2022,15000.0,Petrol,Manual,1,600000.0,South,2025-11-12 22:49:28.565205,38,7500.0,0,11,2025,Fall,2025-11-12
Skoda,Rapid,8,2016,52000.0,Petrol,Manual,3,425000.0,East,2026-04-26 11:26:37.565205,34,6500.0,0,4,2026,Spring,2026-04-26
Hyundai,i20,6,2018,39000.0,Petrol,Manual,2,526000.0,West,2026-05-11 14:24:21.565205,58,6500.0,0,5,2026,Spring,2026-05-11
Honda,Amaze,8,2016,73100.0,Diesel,Manual,3,324000.0,Central,2025-11-25 20:06:12.565205,17,9137.5,0,11,2025,Fall,2025-11-25
Toyota,Fortuner,3,2021,39000.0,Diesel,Automatic,1,3040000.0,Metro,2026-05-19 20:48:29.565205,104,13000.0,0,5,2026,Spring,2026-05-19
Maruti Suzuki,Ciaz,6,2018,49000.0,Diesel,Manual,2,565000.0,North,2026-05-15 13:16:18.565205,36,8166.666666666667,0,5,2026,Spring,2026-05-15
Hyundai,Verna,8,2016,100000.0,Diesel,Manual,3,500000.0,South,2026-08-13 03:43:45.565205,38,12500.0,0,8,2026,Summer,2026-08-13
Maruti Suzuki,Dzire LXI,6,2018,50000.0,Petrol,Manual,2,385000.0,East,2026-01-08 06:06:58.565205,51,8333.333333333334,0,1,2026,Winter,2026-01-08
Volkswagen,Polo,4,2020,66900.0,Diesel,Manual,2,700000.0,West,2026-06-03 20:40:22.565205,41,16725.0,0,6,2026,Summer,2026-06-03
Hyundai,Creta,4,2020,46000.0,Petrol,Automatic,2,1095000.0,Central,2026-04-20 12:08:08.565205,15,11500.0,0,4,2026,Spring,2026-04-20
Maruti Suzuki,Swift,3,2021,40000.0,Petrol,Manual,1,550000.0,Metro,2025-11-22 04:27:21.565205,56,13333.333333333334,0,11,2025,Fall,2025-11-22
Hyundai,i10,11,2013,28400.0,Petrol,Manual,3,300000.0,North,2025-11-11 18:42:36.565205,23,2581.818181818182,0,11,2025,Fall,2025-11-11
MG,Hector,1,2023,4800.0,Petrol,Manual,1,1800000.0,South,2025-11-21 03:51:05.565205,34,4800.0,0,11,2025,Fall,2025-11-21
Volkswagen,Polo,9,2015,62000.0,Petrol,Manual,3,310000.0,East,2026-04-08 08:22:17.565205,7,6888.888888888889,0,4,2026,Spring,2026-04-08
Hyundai,Verna,5,2019,25000.0,Petrol,Manual,2,780000.0,West,2026-01-12 16:07:07.565205,39,5000.0,0,1,2026,Winter,2026-01-12
Maruti Suzuki,Swift,6,2018,45864.0,Petrol,Manual,2,450000.0,Central,2025-10-12 10:06:09.565205,45,7644.0,0,10,2025,Fall,2025-10-12
Renault,Duster,7,2017,185000.0,Diesel,Manual,2,310000.0,Metro,2026-04-20 07:44:12.565205,10,26428.571428571428,0,4,2026,Spring,2026-04-20
Mahindra,Scorpio,10,2014,60000.0,Diesel,Manual,3,556000.0,North,2026-04-16 14:38:42.565205,33,6000.0,0,4,2026,Spring,2026-04-16
Mahindra,XUV500,7,2017,170000.0,Diesel,Manual,2,825000.0,South,2026-02-01 06:42:25.565205,36,24285.714285714286,0,2,2026,Winter,2026-02-01
Land Rover,Rover,7,2017,82000.0,Diesel,Automatic,2,2590000.0,East,2025-10-25 07:18:31.565205,17,11714.285714285714,1,10,2025,Fall,2025-10-25
Mahindra,Scorpio,10,2014,60000.0,Diesel,Manual,3,465000.0,West,2026-05-25 20:41:28.565205,13,6000.0,0,5,2026,Spring,2026-05-25
Honda,Amaze,5,2019,13433.0,Petrol,Manual,2,551000.0,Central,2026-03-08 20:36:49.565205,14,2686.6,0,3,2026,Spring,2026-03-08
Hyundai,i20,6,2018,35000.0,Diesel,Manual,2,600000.0,Metro,2026-02-12 07:22:08.565205,38,5833.333333333333,0,2,2026,Winter,2026-02-12
Hyundai,Santro,2,2022,5000.0,Petrol,Manual,1,410000.0,North,2026-08-29 14:34:07.565205,19,2500.0,0,8,2026,Summer,2026-08-29
Maruti Suzuki,Swift,3,2021,32400.0,Petrol,Manual,1,575000.0,South,2025-09-21 13:37:19.565205,30,10800.0,0,9,2025,Fall,2025-09-21
Mahindra,Thar,7,2017,60000.0,Diesel,Manual,2,700000.0,East,2025-10-14 03:10:08.565205,15,8571.42857142857,0,10,2025,Fall,2025-10-14
Toyota,Innova,4,2020,50000.0,Petrol,Automatic,2,1495000.0,West,2026-05-29 06:48:21.565205,46,12500.0,0,5,2026,Spring,2026-05-29
Mercedes-Benz,GL-Class,5,2019,70000.0,Diesel,Automatic,2,4100000.0,Central,2026-01-01 16:30:35.565205,150,14000.0,1,1,2026,Winter,2026-01-01
Mahindra,Scorpio,4,2020,56000.0,Diesel,Manual,2,1150000.0,Metro,2026-04-23 07:44:37.565205,77,14000.0,0,4,2026,Spring,2026-04-23
Maruti Suzuki,Alto,7,2017,34000.0,Petrol,Manual,2,251000.0,North,2026-07-05 13:03:41.565205,44,4857.142857142857,0,7,2026,Summer,2026-07-05
Hyundai,Grand,6,2018,59000.0,Petrol,Manual,2,425000.0,South,2025-10-08 08:21:30.565205,21,9833.333333333334,0,10,2025,Fall,2025-10-08
Hyundai,Grand,2,2022,30000.0,Petrol,Manual,1,600000.0,East,2026-06-13 15:55:55.565205,64,15000.0,0,6,2026,Summer,2026-06-13
Maruti Suzuki,Ciaz,6,2018,48767.0,Diesel,Manual,2,681000.0,West,2025-11-26 01:23:39.565205,36,8127.833333333333,0,11,2025,Fall,2025-11-26
Honda,Jazz,6,2018,88541.0,Diesel,Manual,2,500000.0,Central,2026-03-16 19:16:13.565205,15,14756.833333333334,0,3,2026,Spring,2026-03-16
Maruti Suzuki,Swift,8,2016,57300.0,Diesel,Manual,3,340000.0,Metro,2026-01-21 19:52:17.565205,25,7162.5,0,1,2026,Winter,2026-01-21
Hyundai,Creta,5,2019,66500.0,Petrol,Automatic,2,998000.0,North,2025-12-05 19:49:06.565205,150,13300.0,0,12,2025,Winter,2025-12-05
Hyundai,i20,7,2017,24000.0,Petrol,Manual,2,500000.0,South,2026-07-21 08:06:10.565205,25,3428.5714285714284,0,7,2026,Summer,2026-07-21
Honda,Amaze,7,2017,27233.0,Diesel,Manual,2,445000.0,East,2025-11-24 17:29:35.565205,8,3890.4285714285716,0,11,2025,Fall,2025-11-24
Hyundai,Creta,5,2019,43031.0,Diesel,Manual,2,1050000.0,West,2026-01-29 21:39:24.565205,139,8606.2,0,1,2026,Winter,2026-01-29
Mahindra,XUV500,6,2018,25000.0,Diesel,Manual,2,1400000.0,Central,2026-01-30 03:51:47.565205,76,4166.666666666667,0,1,2026,Winter,2026-01-30
Ford,Figo,8,2016,43434.0,Diesel,Manual,3,280000.0,Metro,2026-07-31 00:13:41.565205,19,5429.25,0,7,2026,Summer,2026-07-31
Maruti Suzuki,Swift Dzire,3,2021,40000.0,Diesel,Manual,1,750000.0,North,2025-11-14 21:53:11.565205,37,13333.333333333334,0,11,2025,Fall,2025-11-14
Honda,Jazz,10,2014,80000.0,Petrol,Manual,3,250000.0,South,2026-06-20 22:03:50.565205,20,8000.0,0,6,2026,Summer,2026-06-20
Volkswagen,Polo,10,2014,63000.0,Petrol,Manual,3,245000.0,East,2026-05-28 03:17:48.565205,7,6300.0,0,5,2026,Spring,2026-05-28
Volkswagen,Polo,8,2016,90000.0,Diesel,Manual,3,250000.0,West,2026-02-21 13:33:00.565205,41,11250.0,0,2,2026,Winter,2026-02-21
Tata,Tiago,4,2020,22000.0,Diesel,Manual,2,475000.0,Central,2026-03-29 09:01:22.565205,40,5500.0,0,3,2026,Spring,2026-03-29
Mahindra,Bolero,4,2020,80000.0,Diesel,Manual,2,600000.0,Metro,2026-01-20 12:27:52.565205,21,20000.0,0,1,2026,Winter,2026-01-20
Mahindra,XUV500,8,2016,51674.0,Diesel,Manual,3,570000.0,North,2026-06-01 20:07:48.565205,38,6459.25,0,6,2026,Summer,2026-06-01
Datsun,RediGO,5,2019,10000.0,Petrol,Manual,2,245000.0,South,2026-02-10 01:36:24.565205,15,2000.0,0,2,2026,Winter,2026-02-10
Hyundai,i20,8,2016,35858.0,Petrol,Manual,3,350000.0,East,2026-03-31 16:57:40.565205,36,4482.25,0,3,2026,Spring,2026-03-31
Maruti Suzuki,Ciaz,3,2021,35000.0,Petrol,Automatic,1,1000000.0,West,2026-06-22 21:47:34.565205,79,11666.666666666666,0,6,2026,Summer,2026-06-22
Hyundai,Verna,3,2021,18329.0,Diesel,Manual,1,990000.0,Central,2025-10-17 13:02:16.565205,61,6109.666666666667,0,10,2025,Fall,2025-10-17
Toyota,Innova,3,2021,49000.0,Diesel,Automatic,1,2050000.0,Metro,2026-07-23 00:43:12.565205,33,16333.333333333334,0,7,2026,Summer,2026-07-23
Mahindra,Thar,9,2015,50000.0,Diesel,Manual,3,500000.0,North,2026-01-31 21:51:18.565205,28,5555.555555555556,0,1,2026,Winter,2026-01-31
Volkswagen,Vento,10,2014,50000.0,Petrol,Manual,3,385000.0,South,2026-06-14 21:05:08.565205,27,5000.0,0,6,2026,Summer,2026-06-14
Maruti Suzuki,Alto,8,2016,47000.0,Petrol,Manual,3,280000.0,East,2025-12-14 15:11:50.565205,39,5875.0,0,12,2025,Winter,2025-12-14
Maruti Suzuki,Swift,7,2017,60000.0,Diesel,Manual,2,465000.0,West,2026-02-04 10:58:00.565205,16,8571.42857142857,0,2,2026,Winter,2026-02-04
